Population,Per Capita Income,Median Household Income,Household Owner,zip code tabulation area
5144.0,24629.0,35037.0,17.0,28543
15668.0,27120.0,52590.0,9768.0,28539
15139.0,20576.0,34831.0,10893.0,28551
4385.0,23934.0,47672.0,2935.0,28555
7458.0,22155.0,35724.0,5140.0,28572
49610.0,25924.0,48377.0,26690.0,28540
2802.0,22500.0,34787.0,1582.0,28526
2521.0,28915.0,58438.0,2063.0,28571
515.0,36058.0,53929.0,383.0,28575
2898.0,24431.0,37898.0,1983.0,28525
1447.0,20947.0,41375.0,1180.0,28531
44830.0,26621.0,46210.0,25633.0,28546
185.0,29539.0,63947.0,185.0,28554
1031.0,26938.0,56563.0,963.0,28527
587.0,24669.0,43152.0,428.0,28528
2097.0,23212.0,48214.0,1318.0,28529
103.0,19167.0,-666666666.0,59.0,28537
26370.0,23180.0,44715.0,35.0,28547
201.0,-666666666.0,-666666666.0,201.0,28552
14978.0,27928.0,51620.0,9629.0,28557
27542.0,25800.0,47118.0,18305.0,28560
38882.0,29678.0,53733.0,26220.0,28562
21584.0,24838.0,47286.0,15615.0,28570
17724.0,25803.0,48354.0,12519.0,28574
6051.0,21168.0,36534.0,1398.0,28544
350.0,22321.0,24646.0,279.0,28524
6812.0,19679.0,35954.0,4083.0,28530
1079.0,30357.0,41250.0,795.0,28556
2314.0,18333.0,38015.0,1577.0,28573
2457.0,35561.0,78875.0,2182.0,28582
3705.0,37703.0,65541.0,2658.0,28594
22631.0,26063.0,49950.0,14984.0,28613
1861.0,16426.0,27500.0,1508.0,28622
2255.0,24293.0,46324.0,1684.0,28618
12062.0,30690.0,58786.0,8233.0,28584
7677.0,19320.0,34505.0,5339.0,28586
50316.0,26198.0,49168.0,31910.0,28601
7342.0,21942.0,51139.0,4824.0,28604
916.0,19583.0,41154.0,661.0,28627
35561.0,12722.0,36508.0,14738.0,28607
255.0,23553.0,-666666666.0,206.0,28583
319.0,22188.0,24115.0,210.0,28587
388.0,26161.0,37857.0,221.0,28628
2266.0,20758.0,45426.0,1423.0,28617
407.0,17042.0,57614.0,297.0,28577
12749.0,19642.0,36655.0,6753.0,28580
244.0,-666666666.0,65929.0,244.0,28581
28654.0,23855.0,45244.0,19073.0,28602
264.0,34886.0,84306.0,160.0,28616
2757.0,33836.0,69826.0,2146.0,28626
1940.0,17648.0,31912.0,1578.0,28615
1519.0,21100.0,41607.0,1142.0,28623
6684.0,17748.0,41146.0,4140.0,28578
3692.0,22797.0,32917.0,2596.0,28585
220.0,36406.0,62604.0,150.0,28589
24583.0,36816.0,64147.0,17970.0,28590
1746.0,20838.0,29719.0,1454.0,28606
5892.0,28090.0,57924.0,5099.0,28609
10050.0,24873.0,51042.0,7655.0,28610
3267.0,26915.0,56439.0,2236.0,28605
1247.0,16971.0,56774.0,908.0,28611
12627.0,20663.0,36669.0,9392.0,28612
1439.0,22090.0,34063.0,815.0,28619
1163.0,18938.0,27792.0,992.0,28624
39362.0,25274.0,48628.0,28407.0,28625
540.0,27700.0,39688.0,477.0,28579
10693.0,22679.0,43733.0,7290.0,28621
419.0,18361.0,-666666666.0,360.0,28646
4702.0,18153.0,31734.0,2907.0,28640
1171.0,20665.0,-666666666.0,1013.0,28649
3483.0,23443.0,44674.0,3147.0,28654
368.0,-666666666.0,-666666666.0,58.0,28666
3605.0,25787.0,52500.0,2891.0,28670
0.0,-666666666.0,-666666666.0,0.0,28629
727.0,21285.0,48125.0,640.0,28663
468.0,22344.0,32841.0,235.0,28667
0.0,-666666666.0,-666666666.0,0.0,28652
133.0,-666666666.0,-666666666.0,108.0,28647
4975.0,21026.0,41896.0,3294.0,28636
1759.0,21113.0,35703.0,991.0,28637
7029.0,19742.0,36352.0,5446.0,28651
27508.0,24347.0,44213.0,17793.0,28658
102.0,35300.0,47159.0,55.0,28662
428.0,26583.0,48125.0,396.0,28668
5824.0,20090.0,32772.0,3794.0,28642
54339.0,21878.0,41957.0,37209.0,28655
5054.0,19517.0,42171.0,3650.0,28634
9298.0,19989.0,34914.0,7101.0,28657
494.0,19656.0,44375.0,245.0,28671
20351.0,23516.0,47868.0,14977.0,28630
4045.0,22147.0,30542.0,2879.0,28635
46589.0,20141.0,36905.0,31446.0,28645
11527.0,26292.0,48534.0,8192.0,28650
2183.0,30017.0,46127.0,1904.0,28660
11409.0,23469.0,41354.0,8489.0,28638
3704.0,18460.0,38638.0,2846.0,28643
20395.0,18128.0,29613.0,13274.0,28659
2129.0,24432.0,34510.0,1770.0,28665
2707.0,17382.0,32427.0,1955.0,28669
762.0,26234.0,41250.0,579.0,28631
1015.0,18552.0,30925.0,833.0,28644
532.0,-666666666.0,-666666666.0,481.0,28708
19344.0,22245.0,42591.0,12338.0,28712
1767.0,21789.0,45174.0,1227.0,28717
1283.0,19509.0,28269.0,1011.0,28683
1169.0,33214.0,78179.0,957.0,28682
7247.0,24435.0,40434.0,5439.0,28694
13591.0,23571.0,43899.0,8546.0,28711
16743.0,22204.0,38449.0,12178.0,28714
5957.0,22339.0,42021.0,4560.0,28678
1663.0,23359.0,50179.0,1552.0,28689
6402.0,32039.0,73454.0,5322.0,28673
0.0,-666666666.0,-666666666.0,0.0,28672
26317.0,26060.0,50925.0,20079.0,28715
17638.0,24592.0,46768.0,12562.0,28716
3861.0,22410.0,43214.0,3037.0,28676
7099.0,22747.0,40649.0,5127.0,28705
25835.0,23035.0,45697.0,18698.0,28681
2041.0,19120.0,42639.0,1777.0,28685
3834.0,26923.0,52241.0,3325.0,28692
13458.0,25944.0,46498.0,9759.0,28697
3295.0,28228.0,51979.0,2796.0,28701
8432.0,19772.0,34854.0,5640.0,28713
9071.0,21784.0,38629.0,6961.0,28690
1823.0,18178.0,31902.0,1381.0,28693
2018.0,24576.0,47222.0,1678.0,28698
34575.0,23519.0,42090.0,20942.0,28677
1901.0,23625.0,39091.0,1270.0,28679
600.0,21389.0,54196.0,497.0,28702
19630.0,34488.0,63559.0,13822.0,28704
6951.0,19196.0,34733.0,4751.0,28675
2177.0,25427.0,38636.0,1496.0,28684
155.0,-666666666.0,-666666666.0,94.0,28707
2403.0,22407.0,45655.0,1961.0,28709
2912.0,29611.0,60583.0,2394.0,28742
2222.0,18750.0,35288.0,1759.0,28747
12474.0,22632.0,47693.0,9603.0,28748
9516.0,19738.0,44159.0,6496.0,28754
20900.0,27774.0,51738.0,15732.0,28739
2285.0,31636.0,61917.0,1848.0,28746
873.0,27904.0,41372.0,525.0,28736
9721.0,25105.0,43843.0,6752.0,28721
88.0,21528.0,30250.0,42.0,28720
9553.0,28452.0,56630.0,6810.0,28730
3534.0,30120.0,49089.0,3043.0,28729
17533.0,30643.0,57298.0,13469.0,28732
9.0,26563.0,-666666666.0,0.0,28733
702.0,32458.0,68359.0,626.0,28745
3298.0,24722.0,43510.0,2704.0,28751
30453.0,20353.0,38906.0,20012.0,28752
10682.0,10739.0,33623.0,3250.0,28723
1088.0,20247.0,33678.0,945.0,28740
2033.0,16727.0,29804.0,1354.0,28743
28.0,-666666666.0,-666666666.0,28.0,28749
141.0,36071.0,68571.0,141.0,28757
8127.0,19710.0,34713.0,5556.0,28719
2723.0,16287.0,32820.0,1212.0,28726
8843.0,26194.0,51365.0,6451.0,28731
40.0,53438.0,-666666666.0,12.0,28725
26544.0,22420.0,37759.0,18589.0,28734
302.0,23285.0,27386.0,225.0,28735
3746.0,28306.0,62072.0,2591.0,28741
10492.0,20906.0,37510.0,8168.0,28753
4308.0,26131.0,48147.0,3332.0,28756
452.0,24697.0,43929.0,387.0,28718
6809.0,24370.0,46552.0,4226.0,28722
1003.0,17033.0,34821.0,728.0,28781
20704.0,25033.0,42500.0,13908.0,28786
2807.0,35645.0,65559.0,2272.0,28763
41601.0,25057.0,43311.0,24738.0,28806
7377.0,30183.0,63173.0,6195.0,28759
296.0,-666666666.0,-666666666.0,218.0,28775
7814.0,26234.0,53341.0,5479.0,28785
33643.0,23744.0,43896.0,21143.0,28792
7401.0,26065.0,50741.0,5987.0,28768
18467.0,28591.0,46345.0,11578.0,28805
7929.0,24352.0,41260.0,5710.0,28761
8110.0,18827.0,34767.0,6745.0,28771
1313.0,28797.0,57951.0,1257.0,28772
3210.0,26543.0,51368.0,2566.0,28773
6370.0,27023.0,50191.0,4842.0,28782
5654.0,23000.0,46386.0,3456.0,28789
3178.0,30078.0,61837.0,2845.0,28790
14903.0,26351.0,50456.0,10983.0,28791
21569.0,26519.0,55125.0,13021.0,28804
20897.0,26720.0,54072.0,17077.0,28787
1106.0,29414.0,58966.0,794.0,28774
14211.0,23525.0,34035.0,5744.0,28801
32613.0,29382.0,50805.0,16796.0,28803
1346.0,23633.0,63092.0,1141.0,28766
17367.0,27034.0,51769.0,12560.0,28779
1722.0,17013.0,30250.0,896.0,28783
6670.0,18254.0,32301.0,5164.0,28762
10119.0,20933.0,43216.0,6537.0,28777
10633.0,19907.0,43089.0,6898.0,28778
8387.0,23005.0,36294.0,6262.0,28904
2723.0,25675.0,37866.0,2172.0,28905
5370.0,14885.0,32364.0,3747.0,28901
19088.0,22148.0,39216.0,14627.0,28906
1344.0,17716.0,32857.0,1141.0,28902
1304.0,32809.0,45380.0,1173.0,28909
